row	clean_label	source_id	column	old_value	new_value
6	cingulum	UBERON:0003961	Incoming: subClassOf	Entire cerebral cingulum ; Entire cerebral peduncle ; Structure of tegmentum of midbrain	Entire cerebral cingulum ; Entire cerebral peduncle ; Structure of tegmentum of midbrain ; cingulate cortex cingulum ; hippocampus cortex cingulum ; temporal cortex cingulum
12	commissure anterior	SNOMED:62872008	Label_snomed		anterior commissure
12	commissure anterior	SNOMED:62872008	synonyms	ACOMM ; CA	Anterior commissure ; Structure of anterior commissure
12	commissure anterior	SNOMED:62872008	Incoming: subClassOf	Entire corticopontine tract of pons	Entire anterior commissure ; Entire corticopontine tract of pons
12	commissure anterior	UBERON:0000935	Synonyms_uberon		commissura rostral ; commissura rostralis ; AC ; anterior cerebral commissure ; anterior commissural nucleus ; commissura anterior cerebri ; commissura anterior ; paleocortical commissure ; precommisu
12	commissure anterior	UBERON:0000935	IRI		http://purl.obolibrary.org/obo/UBERON_0000935
12	commissure anterior	UBERON:0000935	Annotation: database_cross_reference		BAMS:AC ; BAMS:AG ; BAMS:Ac ; BAMS:ac ; BIRNLEX:1557 ; BM:Tel-AC ; BTO:0002169 ; DHBA:10559 ; DMBA:17751 ; EMAPA:19038 ; FMA:61961 ; HBA:9221 ; MA:0002722 ; NCIT:C32086 ; NLX:144088 ; SCTID:279313001 
12	commissure anterior	UBERON:0000935	Incoming: part of - uberon		anterior commissure anterior part ; posterior part of anterior commissure ; commissura rostral, pars ventralis ; commissura rostral, pars dorsalis
13	corpus callosum	SNOMED:362354006	Label_snomed	Entire corpus callosum (body structure)	Entire corpus callosum
13	corpus callosum	SNOMED:362354006	synonyms	CC	Entire corpus callosum
13	corpus callosum	UBERON:0002336	Annotation: database_cross_reference		BAMS:CC ; BAMS:cc ; BIRNLEX:1087 ; BM:Tel-CC ; BTO:0000615 ; CALOHA:TS-0180 ; DHBA:10561 ; EFO:0001390 ; EMAPA:35253 ; EV:0100305 ; FMA:86464 ; GAID:683 ; HBA:9222 ; MA:0000188 ; MAT:0000286 ; MBA:776
13	corpus callosum	UBERON:0002336	Incoming: part of - uberon		tapetum of corpus callosum ; body of corpus callosum ; genu of corpus callosum ; rostrum of corpus callosum ; splenium of the corpus callosum ; forceps minor of corpus callosum ; radiation of corpus c
20	corpus callosum genu	SNOMED:279310003	Label_snomed	Genu of corpus callosum (body structure)	Entire genu of corpus callosum
20	corpus callosum genu	SNOMED:279310003	synonyms	CC_2 ; genu CC	Entire genu of corpus callosum
20	corpus callosum genu	UBERON:0015599	Synonyms_uberon		corpus callosum genu ; corpus callosum, genu ; genu corporis callosi ; genu corpus callosi ; genu of corpus callosum ; genu of the corpus callosum ; genu ; rostrum of corpus callosum (Mai)
20	corpus callosum genu	UBERON:0015599	IRI		http://purl.obolibrary.org/obo/UBERON_0015599
20	corpus callosum genu	UBERON:0015599	Annotation: database_cross_reference		DHBA:10563 ; FMA:61946 ; HBA:9223 ; MBA:1108 ; NCIT:C32675 ; NLX:144462 ; NeuroNamesCNID:176 ; SCTID:279310003 ; UMLS:C0152321 ; Wikipedia:Genu_of_the_corpus_callosum ; neuronames:194
20	corpus callosum genu	UBERON:0015599	Incoming: part of - uberon		forceps minor of corpus callosum
21	corpus callosum isthmus	SNOMED:369199005	Label_snomed	Isthmus of corpus callosum (body structure)	Entire forceps minor
21	corpus callosum isthmus	SNOMED:369199005	synonyms	CC_6	Entire forceps minor
21	corpus callosum isthmus	UBERON:0009835	Label_uberon	isthmus of corpus callosum	anterior cingulate cortex
21	corpus callosum isthmus	UBERON:0009835	Synonyms_uberon	anterior forceps ; anterior forceps of corpus callosum ; forceps frontalis ; forceps minor ; frontal forceps ; minor forceps ; anterior forceps ; anterior forceps of the corpus callosum ; corpus callo	ACC
21	corpus callosum isthmus	UBERON:0009835	IRI	http://purl.obolibrary.org/obo/UBERON_0034678	http://purl.obolibrary.org/obo/UBERON_0009835
21	corpus callosum isthmus	UBERON:0009835	Annotation: database_cross_reference	DHBA:12024 ; FMA:61944 ; SCTID:369199005 ; neuronames:192	BIRNLEX:936 ; BTO:0004249 ; FMA:271599 ; Wikipedia:Anterior_cingulate_cortex
21	corpus callosum isthmus	UBERON:0009835	Incoming: part of - uberon		anterior cingulate gyrus ; Brodmann (1909) area 24 ; rostral anterior cingulate cortex ; caudal anterior cingulate cortex
24	corpus callosum rostrum	UBERON:0015703	Synonyms_uberon		corpus callosum rostrum ; corpus callosum, rostrum ; rostrum corporis callosi ; rostrum corpus callosi ; rostrum of corpus callosum ; rostrum of the corpus callosum ; rostrum
24	corpus callosum rostrum	UBERON:0015703	IRI		http://purl.obolibrary.org/obo/UBERON_0015703
24	corpus callosum rostrum	UBERON:0015703	Annotation: database_cross_reference		DHBA:10562 ; FMA:61945 ; HBA:9226 ; MBA:979 ; NCIT:C33496 ; NeuroNamesCNID:175 ; SCTID:279311004 ; UMLS:C0152322 ; Wikipedia:Rostrum_of_corpus_callosum ; neuronames:193
25	corpus callosum splenium	UBERON:0022430	Label_uberon	splenium of corpus callosum	hippocampus cortex cingulum
25	corpus callosum splenium	UBERON:0022430	Synonyms_uberon	external sagittal stratum ; fasciculus fronto-occipitalis inferior ; fasciculus longitudinalis inferior ; ilf	cingulum (Ammon's horn) ; cingulum (hippocampus) ; cingulum bundle in hippocampus
25	corpus callosum splenium	UBERON:0022430	IRI	http://purl.obolibrary.org/obo/UBERON_0034743	http://purl.obolibrary.org/obo/UBERON_0022430
26	corticopontine tract	SNOMED:1296738007	Label_snomed	Corticopontine tract (body structure)	corticospinal tract
26	corticopontine tract	SNOMED:1296738007	synonyms	CPT ; FPT	Corticospinal tract ; Structure of corticospinal tract
26	corticopontine tract	SNOMED:1296738007	Incoming: subClassOf		Corticospinal tract in brainstem ; Corticospinal tract of internal capsule ; Entire corticospinal tract ; Structure of lateral corticospinal tract ; Structure of spinal ventral corticospinal tract
27	corticospinal tract	UBERON:0002707	Synonyms_uberon		corticospinal fibers ; fasciculus cerebro-spinalis ; fasciculus pyramidalis ; fibrae corticospinales ; pyramid (Willis) ; pyramidal tract ; tractus cortico-spinalis ; tractus corticospinalis ; tractus
27	corticospinal tract	UBERON:0002707	IRI		http://purl.obolibrary.org/obo/UBERON_0002707
27	corticospinal tract	UBERON:0002707	Annotation: database_cross_reference		BAMS:P ; BIRNLEX:1464 ; BM:CST ; BM:Me-PyT ; DHBA:12776 ; DMBA:17756 ; EMAPA:36600 ; FMA:72634 ; GAID:702 ; HBA:265505574 ; MBA:190 ; MBA:784 ; MESH:D011712 ; SCTID:362325000 ; Wikipedia:Corticospinal
27	corticospinal tract	UBERON:0002707	Incoming: part of - uberon		lateral corticospinal tract ; pyramidal decussation ; ventral corticospinal tract
31	extreme capsule	UBERON:0014528	Synonyms_uberon	olfactory peduncle ; olfactory stalk ; pedunclulus olfactorius ; tractus olfactorium ; tractus olfactorius	band of Baillarger ; capsula extrema
31	extreme capsule	UBERON:0014528	IRI	http://purl.obolibrary.org/obo/UBERON_0002265	http://purl.obolibrary.org/obo/UBERON_0014528
31	extreme capsule	UBERON:0014528	Annotation: database_cross_reference	BAMS:olf ; BIRNLEX:1663 ; BTO:0003647 ; DHBA:12073 ; EMAPA:35615 ; FMA:77626 ; HBA:9302 ; MA:0000975 ; NCIT:C33207 ; SCTID:362356008 ; UMLS:C0162435 ; Wikipedia:Olfactory_tract ; neuronames:283	BAMS:ex ; BAMS:exc ; DHBA:10574 ; FMA:61960 ; HBA:9246 ; NLXANAT:1010014 ; SCTID:279301006 ; Wikipedia:Extreme_capsule ; neuronames:254
32	fornix	SNOMED:87463005	Label_snomed	Fornix (body structure)	Cerebral fornix
32	fornix	SNOMED:87463005	synonyms	FX	Fornix ; Cerebral fornix structure
32	fornix	SNOMED:87463005	Incoming: subClassOf	Entire optic radiation	Entire cerebral fornix ; Entire optic radiation ; Structure of columns of fornix ; Structure of crus of fornix ; Structure of fornix of hypothalamus ; Structure of hippocampal commissure
32	fornix	UBERON:0000022	Label_uberon	fornix	feather
32	fornix	UBERON:0000022	IRI	http://purl.obolibrary.org/obo/UBERON_0022264	http://purl.obolibrary.org/obo/UBERON_0000022
32	fornix	UBERON:0000022	Annotation: database_cross_reference	DHBA:266441621 ; FMA:61941 ; HBA:9311 ; SCTID:280953008 ; Wikipedia:Optic_radiation ; neuronames:1440	BTO:0000447 ; EFO:0000955 ; GAID:1214 ; MAT:0000156 ; MESH:D005241 ; SCTID:410027006 ; Wikipedia:Feather
32	fornix	UBERON:0000022	Incoming: subClassOf	Entire cerebral fornix ; Entire optic radiation ; Structure of columns of fornix ; Structure of crus of fornix ; Structure of fornix of hypothalamus ; Structure of hippocampal commissure	Entire cerebral fornix ; Entire optic radiation ; Structure of columns of fornix ; Structure of crus of fornix ; Structure of fornix of hypothalamus ; Structure of hippocampal commissure ; auricular f
32	fornix	UBERON:0000022	Incoming: part of - uberon	Meyer's loop of optic radiation	afterfeather ; feather barb ; feather barbule ; feather shaft ; feather barbicel
36	inferior cerebellar peduncle	UBERON:0002163	Synonyms_uberon	fasciculus occipitofrontalis superior ; fasciculus subcallosus ; superior occipitofrontal fasciculus ; subcallosal bundle ; superior fronto-occipital bundle ; superior fronto-occipital fasciculus ; su	corpus restiforme ; crus cerebelli ad medullam oblongatam ; crus medullo-cerebellare ; inferior cerebellar peduncle (Ridley) ; inferior cerebellar peduncle (restiform body) ; inferior peduncle ; pedun
36	inferior cerebellar peduncle	UBERON:0002163	IRI	http://purl.obolibrary.org/obo/UBERON_0022250	http://purl.obolibrary.org/obo/UBERON_0002163
36	inferior cerebellar peduncle	UBERON:0002163	Annotation: database_cross_reference	DHBA:12071 ; FMA:77634 ; FMA:77637 ; HBA:265505338 ; SCTID:369086009 ; neuronames:2141	BAMS:icp ; BIRNLEX:1691 ; BM:RB ; DHBA:12741 ; DMBA:17772 ; FMA:72615 ; HBA:9291 ; MA:0002744 ; MBA:1123 ; NIFSTD_RETIRED:birnlex_1645 ; SCTID:362418008 ; Wikipedia:Inferior_cerebellar_peduncle ; UMLS
36	inferior cerebellar peduncle	UBERON:0002163	Incoming: part of - uberon		juxtarestiform body
37	inferior fronto-occipital fasciculus	UBERON:0022271	Label_uberon	inferior fronto-occipital fasciculus	corticopontine fibers
37	inferior fronto-occipital fasciculus	UBERON:0022271	Synonyms_uberon		corticopontine fibers of pons ; cortico-pontine fibers ; cortico-pontine fibers, pontine part ; corticopontine fibers set ; corticopontine fibers ; corticopontine fibres ; corticopontine ; fibrae cort
37	inferior fronto-occipital fasciculus	UBERON:0022271	IRI		http://purl.obolibrary.org/obo/UBERON_0022271
37	inferior fronto-occipital fasciculus	UBERON:0022271	Annotation: database_cross_reference		DHBA:266441721 ; FMA:75190 ; HBA:265505490 ; SCTID:91366009 ; Wikipedia:Corticopontine_fibers ; neuronames:1322
38	inferior longitudinal fasciculus	UBERON:0034743	Synonyms_uberon	superior longitudinal fascicle	external sagittal stratum ; fasciculus fronto-occipitalis inferior ; fasciculus longitudinalis inferior ; ilf
38	inferior longitudinal fasciculus	UBERON:0034743	IRI	http://purl.obolibrary.org/obo/UBERON_0022246	http://purl.obolibrary.org/obo/UBERON_0034743
38	inferior longitudinal fasciculus	UBERON:0034743	Annotation: database_cross_reference	DHBA:10592 ; FMA:77631 ; HBA:9281 ; SCTID:369082006 ; Wikipedia:Superior_longitudinal_fasciculus ; neuronames:2080	DHBA:10580 ; FMA:77632 ; HBA:9260 ; NeuroNamesCNID:538 ; SCTID:369085008 ; Wikipedia:Inferior_longitudinal_fasciculus ; neuronames:1443
39	Internal capsule	UBERON:0001887	Label_uberon	internal capsule	internal capsule of telencephalon
39	Internal capsule	UBERON:0001887	Synonyms_uberon		internal capsule radiations ; brain internal capsule ; capsula interna ; internal capsule
39	Internal capsule	UBERON:0001887	IRI		http://purl.obolibrary.org/obo/UBERON_0001887
39	Internal capsule	UBERON:0001887	Annotation: database_cross_reference		BAMS:ic ; BAMS:int ; BIRNLEX:1659 ; BM:IC ; DHBA:10581 ; DMBA:17770 ; EMAPA:18206 ; EMAPA:35437 ; FMA:61950 ; GAID:685 ; HBA:9263 ; MA:0002748 ; MBA:6 ; MESH:D020772 ; NCIT:C13082 ; PBA:10102 ; SCTID:
39	Internal capsule	UBERON:0001887	Incoming: part of - uberon		limb of internal capsule of telencephalon ; posterior limb of internal capsule
41	posterior limb of internal capsule	UBERON:0014527	Synonyms_uberon	crus posterius capsulae internae ; posterior internal capsule	posterior internal capsule ; capsula interna, pars posterior ; crus posterius capsulae internae ; posterior limb of the internal capsule ; posterior limb
41	posterior limb of internal capsule	UBERON:0014527	Annotation: database_cross_reference	FMA:61953 ; neuronames:202	BAMS:pic ; DHBA:10584 ; FMA:61954 ; NLX:144258 ; SCTID:279296006 ; Wikipedia:Posterior_limb_of_internal_capsule ; neuronames:201
41	posterior limb of internal capsule	UBERON:0014527	Incoming: part of - uberon		retrolenticular part of internal capsule
43	medial forebrain bundle	UBERON:0001882	Label_uberon	medial forebrain bundle	nucleus accumbens
43	medial forebrain bundle	UBERON:0001882	Synonyms_uberon		accumbens nucleus ; colliculus nuclei caudati ; colliculus of caudate nucleus ; nucleus accumbens septi
43	medial forebrain bundle	UBERON:0001882	IRI		http://purl.obolibrary.org/obo/UBERON_0001882
43	medial forebrain bundle	UBERON:0001882	Annotation: database_cross_reference		BAMS:ACB ; BAMS:ACC ; BAMS:Acb ; BIRNLEX:727 ; BM:Ac ; BTO:0001862 ; DHBA:10339 ; EFO:0000906 ; EHDAA2:0004707 ; EMAPA:32789 ; FMA:61889 ; GAID:672 ; HBA:4290 ; MA:0000892 ; MAT:0000512 ; MBA:56 ; MES
43	medial forebrain bundle	UBERON:0001882	Incoming: part of - uberon		core of nucleus accumbens ; shell of nucleus accumbens
44	medial lemniscus	SNOMED:30114003	Label_snomed		Medial lemniscus
44	medial lemniscus	SNOMED:30114003	synonyms	ML	Lemniscus medialis ; Medial lemniscus ; Medial lemniscus structure
44	medial lemniscus	UBERON:0003002	IRI		http://purl.obolibrary.org/obo/UBERON_0003002
45	middle cerebellar peduncle	UBERON:0002152	Synonyms_uberon	tapetum ; tapetum corporis callosi	brachium pontis (stem of middle cerebellar peduncle) ; brachium pontis ; crus cerebelli ad pontem ; crus ponto-cerebellare ; mid-cerebellar peduncle ; pedunculus cerebellaris medialis ; pedunculus cer
45	middle cerebellar peduncle	UBERON:0002152	IRI	http://purl.obolibrary.org/obo/UBERON_0000373	http://purl.obolibrary.org/obo/UBERON_0002152
45	middle cerebellar peduncle	UBERON:0002152	Annotation: database_cross_reference	DHBA:12027 ; FMA:77208 ; HBA:265504966 ; SCTID:279312006 ; Wikipedia:Tapetum_of_corpus_callosum ; neuronames:1596	BAMS:BP ; BAMS:bp ; BAMS:mcp ; BIRNLEX:1529 ; BM:Pons-BP ; DHBA:12768 ; FMA:72515 ; HBA:9294 ; MA:0002745 ; MBA:78 ; NIFSTD_RETIRED:birnlex_1699 ; SCTID:279219000 ; Wikipedia:Middle_cerebellar_peduncl
45	middle cerebellar peduncle	UBERON:0002152	Incoming: part of - uberon		pontocerebellar tract
46	medial longitudinal fasciculus	SNOMED:28390009	Label_snomed		Medial longitudinal fasciculus
46	medial longitudinal fasciculus	SNOMED:28390009	synonyms	MLF ; MdLF	MLF-Medial longitudinal fasciculus ; Medial longitudinal fasciculus ; Medial longitudinal fasciculus structure
46	medial longitudinal fasciculus	SNOMED:28390009	Incoming: subClassOf	Entire uncinate fasciculus	Entire medial longitudinal fasciculus ; Entire uncinate fasciculus ; Medulla oblongata medial longitudinal fasciculus structure ; Structure of pontine portion of medial longitudinal fasciculus
46	medial longitudinal fasciculus	UBERON:0002794	Label_uberon	middle longitudinal fasciculus	medial longitudinal fasciculus of pons
46	medial longitudinal fasciculus	UBERON:0002794	Synonyms_uberon	cerebral uncinate fasciculus ; cerebellospinal tract ; fasciculus fastigio-vestibularis ; fastigiobulbar tract ; hook bundle of Russell ; russell's fasciculus ; tractus cerebello-bulbaris ; tractus un	fasciculus longitudinalis medialis (pontis) ; medial longitudinal fasciculus of pons of varolius ; medial longitudinal fasciculus of the pons ; pons medial longitudinal fasciculus ; pons of varolius m
46	medial longitudinal fasciculus	UBERON:0002794	IRI	http://purl.obolibrary.org/obo/UBERON_0003044	http://purl.obolibrary.org/obo/UBERON_0002794
46	medial longitudinal fasciculus	UBERON:0002794	Annotation: database_cross_reference	BAMS:unc ; BIRNLEX:983 ; DHBA:10594 ; FMA:77636 ; MESH:D000083382 ; SCTID:369083001 ; UMLS:C0228271 ; Wikipedia:Uncinate_fasciculus ; neuronames:597	BAMS:mlfp ; BIRNLEX:1708 ; FMA:72493 ; UMLS:C0228440 ; neuronames:600
49	optic radiation	SNOMED:70105001	Label_snomed	Optic radiation (body structure)	optic radiation
49	optic radiation	SNOMED:70105001	synonyms	OR	Geniculocalcarine tract ; Optic radiation ; Structure of optic radiation
49	optic radiation	SNOMED:70105001	Incoming: subClassOf	Entire vertical occipital fasciculus	Entire optic radiation ; Entire vertical occipital fasciculus
49	optic radiation	UBERON:0002934	Label_uberon	optic radiation	ventral oculomotor nucleus
49	optic radiation	UBERON:0002934	Synonyms_uberon		V3 ; nucleus nervi oculomotorii ventrolateralis ; nucleus nervi oculomotorii, pars ventralis ; ventral nucleus of oculomotor nuclear complex ; ventral oculomotor cell column
49	optic radiation	UBERON:0002934	IRI		http://purl.obolibrary.org/obo/UBERON_0002934
49	optic radiation	UBERON:0002934	Annotation: database_cross_reference		BIRNLEX:713 ; DHBA:12205 ; FMA:72422 ; HBA:9038 ; UMLS:C0175380 ; neuronames:496
60	superior cerebellar peduncle	UBERON:0002250	Label_uberon	superior cerebellar peduncle	popliteal artery
60	superior cerebellar peduncle	UBERON:0002250	Synonyms_uberon		arteria poplitea
60	superior cerebellar peduncle	UBERON:0002250	IRI		http://purl.obolibrary.org/obo/UBERON_0002250
60	superior cerebellar peduncle	UBERON:0002250	Annotation: database_cross_reference		FMA:77155 ; GAID:504 ; MA:0002021 ; MESH:D011150 ; NCIT:C33337 ; SCTID:181350008 ; Wikipedia:Popliteal_artery ; EMAPA:37109 ; UMLS:C0032649
61	superior longitudinal fasciculus	SNOMED:88442005	Label_snomed	Superior longitudinal fasciculus (body structure)	Corpus callosum
61	superior longitudinal fasciculus	SNOMED:88442005	synonyms	SLF	CC - Corpus callosum ; Corpus callosum ; Corpus callosum structure
61	superior longitudinal fasciculus	SNOMED:88442005	Incoming: subClassOf		Corpus callosum part ; Entire corpus callosum
61	superior longitudinal fasciculus	UBERON:0014528	Label_uberon	superior longitudinal fasciculus	extreme capsule
61	superior longitudinal fasciculus	UBERON:0014528	Synonyms_uberon		band of Baillarger ; capsula extrema
61	superior longitudinal fasciculus	UBERON:0014528	IRI		http://purl.obolibrary.org/obo/UBERON_0014528
61	superior longitudinal fasciculus	UBERON:0014528	Annotation: database_cross_reference		BAMS:ex ; BAMS:exc ; DHBA:10574 ; FMA:61960 ; HBA:9246 ; NLXANAT:1010014 ; SCTID:279301006 ; Wikipedia:Extreme_capsule ; neuronames:254
73	uncinate fasciculus	SNOMED:85637007	Label_snomed	Uncinate fasciculus (body structure)	Internal capsule
